SI_NO,Date,Product Type,Product,Type,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Expected Profit,Expected COGS,Expected Margin,Expected Sales,State,Market,Market Size
2775,2011-01-01,Tea,Earl Grey,Regular,-14,36,73,29,47,11,-10,20,30,50,Missouri,Central,Small Market
2776,2011-03-01,Tea,Earl Grey,Regular,-4,42,80,33,45,12,0,20,40,60,Missouri,Central,Small Market
2777,2011-06-01,Tea,Earl Grey,Regular,-4,43,77,35,43,13,-10,30,30,60,Missouri,Central,Small Market
2778,2011-09-01,Tea,Earl Grey,Regular,-18,30,58,24,42,9,-10,20,20,40,Missouri,Central,Small Market
2779,2011-07-01,Coffee,Amaretto,Regular,-190,-67,86,154,66,49,-150,190,-90,100,California,West,Major Market
2780,2011-06-01,Espresso,Decaf Espresso,Decaf,331,362,628,272,113,89,230,260,340,600,California,West,Major Market
2781,2010-06-01,Herbal Tea,Chamomile,Decaf,133,178,301,123,45,34,140,100,160,260,California,West,Major Market
2782,2010-10-01,Herbal Tea,Chamomile,Decaf,115,157,265,108,42,30,120,80,130,210,California,West,Major Market
2783,2010-06-01,Herbal Tea,Lemon,Decaf,192,288,532,244,96,75,190,200,260,460,California,West,Major Market
2784,2011-12-01,Herbal Tea,Lemon,Decaf,279,284,559,241,96,74,170,220,260,480,California,West,Major Market
2785,2010-01-01,Espresso,Caffe Latte,Regular,140,228,456,228,88,63,150,210,220,430,California,West,Major Market
2786,2011-01-01,Coffee,Columbian,Regular,248,245,506,207,90,64,220,260,300,560,Texas,South,Major Market
2787,2010-08-01,Coffee,Decaf Irish Cream,Decaf,39,68,120,52,29,17,70,60,90,150,Texas,South,Major Market
2788,2010-12-01,Coffee,Decaf Irish Cream,Decaf,30,56,99,43,26,14,40,50,60,110,Texas,South,Major Market
2789,2010-08-01,Espresso,Caffe Mocha,Regular,133,178,301,123,45,34,120,100,150,250,Texas,South,Major Market
2790,2011-09-01,Herbal Tea,Chamomile,Decaf,40,72,133,53,45,17,40,50,70,120,Texas,South,Major Market
2791,2011-07-01,Espresso,Caffe Latte,Regular,41,79,130,52,46,17,40,40,70,110,Texas,South,Major Market
2792,2011-10-01,Espresso,Caffe Latte,Regular,82,110,194,72,55,23,50,40,70,110,Texas,South,Major Market
2793,2010-01-01,Coffee,Columbian,Regular,-3,42,76,34,45,12,10,40,50,90,Nevada,West,Small Market
2794,2010-03-01,Coffee,Columbian,Regular,-4,42,75,33,46,12,10,40,50,90,Nevada,West,Small Market
2795,2010-05-01,Coffee,Columbian,Regular,-1,45,81,36,46,13,20,40,60,100,Nevada,West,Small Market
2796,2010-06-01,Coffee,Columbian,Regular,0,46,82,36,46,13,20,40,60,100,Nevada,West,Small Market
2797,2010-08-01,Coffee,Columbian,Regular,1,48,86,38,47,14,20,40,60,100,Nevada,West,Small Market
2798,2010-09-01,Coffee,Columbian,Regular,2,51,91,40,49,15,20,50,60,110,Nevada,West,Small Market
2799,2011-02-01,Coffee,Columbian,Regular,-7,41,79,33,46,12,10,40,50,90,Nevada,West,Small Market
2800,2011-03-01,Coffee,Columbian,Regular,-6,42,80,33,46,12,10,40,50,90,Nevada,West,Small Market
2801,2011-04-01,Coffee,Columbian,Regular,-3,44,84,35,46,13,10,40,50,90,Nevada,West,Small Market
2802,2011-05-01,Coffee,Columbian,Regular,-1,45,80,36,43,13,20,40,60,100,Nevada,West,Small Market
2803,2011-06-01,Coffee,Columbian,Regular,0,46,81,36,43,13,20,40,60,100,Nevada,West,Small Market
2804,2011-10-01,Coffee,Columbian,Regular,-3,43,82,34,45,12,30,40,60,100,Nevada,West,Small Market
2805,2011-12-01,Coffee,Columbian,Regular,1,49,94,39,48,14,20,40,60,100,Nevada,West,Small Market
2806,2010-02-01,Coffee,Decaf Irish Cream,Decaf,6,35,63,28,29,8,20,30,40,70,Nevada,West,Small Market
2807,2010-03-01,Coffee,Decaf Irish Cream,Decaf,6,35,63,28,29,8,20,30,40,70,Nevada,West,Small Market
2808,2010-08-01,Coffee,Decaf Irish Cream,Decaf,16,49,90,41,33,12,30,50,60,110,Nevada,West,Small Market
2809,2010-09-01,Coffee,Decaf Irish Cream,Decaf,7,39,72,33,32,10,30,40,50,90,Nevada,West,Small Market
2810,2010-12-01,Coffee,Decaf Irish Cream,Decaf,8,38,69,31,30,9,30,30,50,80,Nevada,West,Small Market
2811,2011-01-01,Coffee,Decaf Irish Cream,Decaf,6,34,69,28,32,8,20,30,40,70,Nevada,West,Small Market
2812,2011-04-01,Coffee,Decaf Irish Cream,Decaf,6,33,65,28,29,8,20,30,40,70,Nevada,West,Small Market
2813,2011-06-01,Coffee,Decaf Irish Cream,Decaf,11,38,69,32,28,9,20,40,40,80,Nevada,West,Small Market
2814,2011-07-01,Coffee,Decaf Irish Cream,Decaf,12,41,74,34,30,10,30,40,50,90,Nevada,West,Small Market
2815,2011-08-01,Coffee,Decaf Irish Cream,Decaf,22,49,89,41,31,12,30,50,60,110,Nevada,West,Small Market
2816,2011-09-01,Coffee,Decaf Irish Cream,Decaf,10,39,77,33,32,10,30,40,50,90,Nevada,West,Small Market
2817,2011-11-01,Coffee,Decaf Irish Cream,Decaf,7,35,68,29,30,8,20,30,40,70,Nevada,West,Small Market
2818,2010-01-01,Tea,Green Tea,Regular,-354,-245,17,245,126,93,-240,160,-160,0,Nevada,West,Small Market
2819,2010-02-01,Tea,Green Tea,Regular,-342,-240,23,240,125,91,-220,150,-150,0,Nevada,West,Small Market
2820,2010-04-01,Tea,Green Tea,Regular,-365,-260,26,260,131,98,-250,170,-170,0,Nevada,West,Small Market
2821,2010-05-01,Tea,Green Tea,Regular,-380,-265,18,265,133,100,-250,170,-170,0,Nevada,West,Small Market
2822,2010-06-01,Tea,Green Tea,Regular,-369,-271,37,271,135,102,-250,170,-170,0,Nevada,West,Small Market
2823,2010-07-01,Tea,Green Tea,Regular,-378,-270,27,270,135,102,-250,170,-170,0,Nevada,West,Small Market
2824,2010-10-01,Tea,Green Tea,Regular,-363,-255,21,255,129,96,-170,110,-110,0,Nevada,West,Small Market
2825,2010-11-01,Tea,Green Tea,Regular,-340,-245,32,245,127,93,-280,180,-180,0,Nevada,West,Small Market
2826,2011-04-01,Tea,Green Tea,Regular,-542,-260,28,260,131,98,-250,170,-170,0,Nevada,West,Small Market
2827,2011-05-01,Tea,Green Tea,Regular,-524,-265,18,265,124,100,-250,170,-170,0,Nevada,West,Small Market
2828,2011-10-01,Tea,Green Tea,Regular,-539,-255,22,255,129,96,-170,110,-110,0,Nevada,West,Small Market
2829,2010-01-01,Espresso,Caffe Mocha,Regular,10,27,45,18,17,5,20,10,30,40,Nevada,West,Small Market
2830,2010-04-01,Espresso,Caffe Mocha,Regular,11,28,47,19,17,5,20,10,30,40,Nevada,West,Small Market
2831,2010-10-01,Espresso,Caffe Mocha,Regular,14,31,52,21,17,5,20,10,20,30,Nevada,West,Small Market
2832,2011-03-01,Espresso,Caffe Mocha,Regular,15,27,48,18,17,5,20,10,30,40,Nevada,West,Small Market
2833,2011-04-01,Espresso,Caffe Mocha,Regular,16,28,50,19,17,5,20,10,30,40,Nevada,West,Small Market
2834,2011-06-01,Espresso,Caffe Mocha,Regular,25,35,57,23,16,6,20,20,30,50,Nevada,West,Small Market
2835,2011-07-01,Espresso,Caffe Mocha,Regular,23,36,60,25,18,7,20,20,30,50,Nevada,West,Small Market
2836,2011-08-01,Espresso,Caffe Mocha,Regular,26,38,62,25,18,7,30,20,40,60,Nevada,West,Small Market
2837,2011-09-01,Espresso,Caffe Mocha,Regular,18,29,51,19,17,5,20,10,30,40,Nevada,West,Small Market
2838,2010-06-01,Espresso,Decaf Espresso,Decaf,15,32,53,21,17,5,20,20,30,50,Nevada,West,Small Market
2839,2010-07-01,Espresso,Decaf Espresso,Decaf,12,29,49,20,17,5,20,10,30,40,Nevada,West,Small Market
2840,2010-08-01,Espresso,Decaf Espresso,Decaf,17,35,58,23,18,6,20,20,30,50,Nevada,West,Small Market
2841,2010-09-01,Espresso,Decaf Espresso,Decaf,17,35,58,23,18,6,20,20,30,50,Nevada,West,Small Market
2842,2010-10-01,Espresso,Decaf Espresso,Decaf,17,35,58,23,18,6,30,10,30,40,Nevada,West,Small Market
2843,2010-12-01,Espresso,Decaf Espresso,Decaf,17,35,58,23,18,6,20,20,30,50,Nevada,West,Small Market
2844,2011-01-01,Espresso,Decaf Espresso,Decaf,17,26,48,17,16,4,20,10,30,40,Nevada,West,Small Market
2845,2011-02-01,Espresso,Decaf Espresso,Decaf,16,28,50,19,17,5,20,10,30,40,Nevada,West,Small Market
2846,2011-05-01,Espresso,Decaf Espresso,Decaf,18,29,49,20,15,5,20,10,30,40,Nevada,West,Small Market
2847,2010-01-01,Herbal Tea,Chamomile,Decaf,16,145,250,105,129,95,30,90,130,220,Nevada,West,Small Market
2848,2010-09-01,Herbal Tea,Chamomile,Decaf,26,169,290,121,143,110,40,100,150,250,Nevada,West,Small Market
2849,2010-12-01,Herbal Tea,Chamomile,Decaf,32,187,322,135,155,122,30,120,170,290,Nevada,West,Small Market
2850,2011-02-01,Herbal Tea,Chamomile,Decaf,39,169,309,121,143,110,40,100,150,250,Nevada,West,Small Market
2851,2011-07-01,Herbal Tea,Chamomile,Decaf,62,225,384,162,167,147,70,130,210,340,Nevada,West,Small Market
2852,2011-08-01,Herbal Tea,Chamomile,Decaf,68,239,408,173,177,156,70,140,220,360,Nevada,West,Small Market
2853,2011-09-01,Herbal Tea,Chamomile,Decaf,39,169,309,121,143,110,40,100,150,250,Nevada,West,Small Market
2854,2011-10-01,Herbal Tea,Chamomile,Decaf,39,173,318,125,147,113,60,90,150,240,Nevada,West,Small Market
2855,2011-11-01,Herbal Tea,Chamomile,Decaf,39,168,308,121,142,109,20,110,150,260,Nevada,West,Small Market
2856,2011-12-01,Herbal Tea,Chamomile,Decaf,47,187,343,135,155,122,30,120,170,290,Nevada,West,Small Market
2857,2010-03-01,Herbal Tea,Lemon,Decaf,119,213,367,154,94,50,120,130,190,320,Nevada,West,Small Market
2858,2010-06-01,Herbal Tea,Lemon,Decaf,166,278,478,200,112,66,170,170,250,420,Nevada,West,Small Market
2859,2010-09-01,Herbal Tea,Lemon,Decaf,129,225,387,162,96,53,140,130,210,340,Nevada,West,Small Market
2860,2010-10-01,Herbal Tea,Lemon,Decaf,120,213,367,154,93,50,120,120,170,290,Nevada,West,Small Market
2861,2010-11-01,Herbal Tea,Lemon,Decaf,138,239,412,173,101,57,130,160,220,380,Nevada,West,Small Market
2862,2011-03-01,Herbal Tea,Lemon,Decaf,177,213,391,154,94,50,120,130,190,320,Nevada,West,Small Market
2863,2011-04-01,Herbal Tea,Lemon,Decaf,232,265,486,191,109,63,160,160,240,400,Nevada,West,Small Market
2864,2011-05-01,Herbal Tea,Lemon,Decaf,221,270,461,195,102,64,160,160,240,400,Nevada,West,Small Market
2865,2011-06-01,Herbal Tea,Lemon,Decaf,229,278,474,200,104,66,170,170,250,420,Nevada,West,Small Market
2866,2011-07-01,Herbal Tea,Lemon,Decaf,287,329,562,238,113,78,200,200,290,490,Nevada,West,Small Market
2867,2011-09-01,Herbal Tea,Lemon,Decaf,191,225,412,162,96,53,140,130,210,340,Nevada,West,Small Market
2868,2011-11-01,Herbal Tea,Lemon,Decaf,205,239,439,173,101,57,130,160,220,380,Nevada,West,Small Market
2869,2011-12-01,Herbal Tea,Lemon,Decaf,288,310,569,224,116,73,170,210,280,490,Nevada,West,Small Market
2870,2010-01-01,Herbal Tea,Mint,Decaf,86,139,234,95,53,30,90,80,120,200,Nevada,West,Small Market
2871,2010-02-01,Herbal Tea,Mint,Decaf,94,150,254,104,56,33,110,80,140,220,Nevada,West,Small Market
2872,2010-03-01,Herbal Tea,Mint,Decaf,102,158,267,109,56,34,110,90,140,230,Nevada,West,Small Market
2873,2010-04-01,Herbal Tea,Mint,Decaf,115,178,301,123,63,39,110,100,160,260,Nevada,West,Small Market
2874,2010-08-01,Herbal Tea,Mint,Decaf,150,222,376,154,72,49,150,130,200,330,Nevada,West,Small Market
2875,2010-10-01,Herbal Tea,Mint,Decaf,114,176,298,122,62,39,130,90,150,240,Nevada,West,Small Market
2876,2010-11-01,Herbal Tea,Mint,Decaf,107,165,278,113,58,36,100,100,150,250,Nevada,West,Small Market
2877,2011-05-01,Herbal Tea,Mint,Decaf,167,185,309,127,60,40,120,100,170,270,Nevada,West,Small Market
2878,2011-07-01,Herbal Tea,Mint,Decaf,207,222,373,154,67,49,150,130,200,330,Nevada,West,Small Market
2879,2011-09-01,Herbal Tea,Mint,Decaf,171,176,318,122,61,39,120,100,160,260,Nevada,West,Small Market
2880,2010-03-01,Tea,Darjeeling,Regular,212,324,567,243,112,80,150,160,220,380,Nevada,West,Small Market
2881,2010-04-01,Tea,Darjeeling,Regular,219,335,587,252,116,83,160,160,230,390,Nevada,West,Small Market
2882,2010-05-01,Tea,Darjeeling,Regular,231,349,612,263,118,86,170,170,240,410,Nevada,West,Small Market
2883,2010-07-01,Tea,Darjeeling,Regular,258,387,678,291,129,96,190,190,270,460,Nevada,West,Small Market
2884,2010-08-01,Tea,Darjeeling,Regular,262,392,687,295,130,97,190,190,270,460,Nevada,West,Small Market
2885,2010-09-01,Tea,Darjeeling,Regular,221,336,589,253,115,83,170,160,240,400,Nevada,West,Small Market
2886,2010-10-01,Tea,Darjeeling,Regular,224,341,598,257,117,84,130,110,180,290,Nevada,West,Small Market
2887,2010-11-01,Tea,Darjeeling,Regular,196,304,532,228,108,75,140,160,220,380,Nevada,West,Small Market
2888,2010-12-01,Tea,Darjeeling,Regular,215,329,576,247,114,81,150,180,240,420,Nevada,West,Small Market
2889,2011-01-01,Tea,Darjeeling,Regular,316,312,611,234,114,77,150,150,220,370,Nevada,West,Small Market
2890,2011-02-01,Tea,Darjeeling,Regular,300,311,581,234,109,77,150,150,220,370,Nevada,West,Small Market
2891,2011-03-01,Tea,Darjeeling,Regular,315,324,604,243,112,80,150,160,220,380,Nevada,West,Small Market
2892,2011-04-01,Tea,Darjeeling,Regular,325,335,626,252,116,83,160,160,230,390,Nevada,West,Small Market
2893,2011-06-01,Tea,Darjeeling,Regular,333,362,628,272,113,89,190,170,260,430,Nevada,West,Small Market
2894,2011-07-01,Tea,Darjeeling,Regular,356,387,672,291,120,96,190,190,270,460,Nevada,West,Small Market
2895,2011-08-01,Tea,Darjeeling,Regular,362,392,681,295,121,97,190,190,270,460,Nevada,West,Small Market
2896,2010-02-01,Tea,Earl Grey,Regular,142,229,457,228,87,63,100,150,160,310,Nevada,West,Small Market
2897,2010-03-01,Tea,Earl Grey,Regular,148,239,478,239,91,66,110,150,170,320,Nevada,West,Small Market
2898,2010-06-01,Tea,Earl Grey,Regular,165,261,521,260,96,72,120,170,180,350,Nevada,West,Small Market
2899,2010-09-01,Tea,Earl Grey,Regular,156,249,498,249,93,69,110,160,170,330,Nevada,West,Small Market
2900,2010-11-01,Tea,Earl Grey,Regular,128,212,423,211,84,59,80,150,150,300,Nevada,West,Small Market
2901,2010-12-01,Tea,Earl Grey,Regular,157,251,501,250,94,70,100,180,180,360,Nevada,West,Small Market
2902,2011-07-01,Tea,Earl Grey,Regular,232,266,527,266,91,74,130,170,190,360,Nevada,West,Small Market
2903,2011-08-01,Tea,Earl Grey,Regular,230,266,527,266,92,74,130,170,190,360,Nevada,West,Small Market
2904,2011-11-01,Tea,Earl Grey,Regular,190,212,451,211,84,59,80,150,150,300,Nevada,West,Small Market
2905,2010-02-01,Espresso,Caffe Latte,Regular,31,43,43,0,12,0,30,0,40,40,Nevada,West,Small Market
2906,2010-07-01,Espresso,Caffe Latte,Regular,32,43,43,0,11,0,30,0,40,40,Nevada,West,Small Market
2907,2010-08-01,Espresso,Caffe Latte,Regular,32,43,43,0,11,0,30,0,40,40,Nevada,West,Small Market
2908,2010-09-01,Espresso,Caffe Latte,Regular,32,43,43,0,11,0,30,0,40,40,Nevada,West,Small Market
2909,2010-10-01,Espresso,Caffe Latte,Regular,32,43,43,0,11,0,30,0,30,30,Nevada,West,Small Market
2910,2010-12-01,Espresso,Caffe Latte,Regular,31,43,43,0,12,0,30,0,40,40,Nevada,West,Small Market
2911,2011-01-01,Espresso,Caffe Latte,Regular,17,26,48,17,16,4,20,10,30,40,Nevada,West,Small Market
2912,2011-10-01,Espresso,Caffe Latte,Regular,47,43,46,0,11,0,30,0,30,30,Nevada,West,Small Market
2913,2010-06-01,Coffee,Amaretto,Regular,-113,-45,96,141,68,45,-110,170,-50,120,California,West,Major Market
2914,2010-03-01,Coffee,Columbian,Regular,259,405,675,270,146,94,370,340,500,840,California,West,Major Market
2915,2010-07-01,Coffee,Columbian,Regular,370,548,912,364,178,127,530,450,690,1140,California,West,Major Market
2916,2010-12-01,Coffee,Columbian,Regular,271,420,699,279,149,97,350,330,500,830,California,West,Major Market
2917,2011-05-01,Coffee,Columbian,Regular,407,454,749,302,148,105,410,380,560,940,California,West,Major Market
2918,2010-07-01,Coffee,Decaf Irish Cream,Decaf,-157,-36,202,238,121,78,-150,290,-40,250,California,West,Major Market
2919,2011-05-01,Espresso,Caffe Mocha,Regular,35,168,286,121,133,109,30,110,160,270,California,West,Major Market
2920,2010-08-01,Espresso,Decaf Espresso,Decaf,262,392,687,295,130,97,250,280,370,650,California,West,Major Market
2921,2010-11-01,Espresso,Decaf Espresso,Decaf,197,304,532,228,107,75,190,220,290,510,California,West,Major Market
2922,2011-02-01,Espresso,Decaf Espresso,Decaf,300,311,581,234,109,77,200,220,300,520,California,West,Major Market
2923,2010-04-01,Herbal Tea,Lemon,Decaf,162,247,456,209,85,64,170,170,230,400,California,West,Major Market
2924,2010-01-01,Herbal Tea,Mint,Decaf,67,107,190,83,40,27,60,70,90,160,California,West,Major Market
2925,2010-11-01,Herbal Tea,Mint,Decaf,27,52,92,40,25,13,30,30,50,80,California,West,Major Market
2926,2011-01-01,Tea,Earl Grey,Regular,84,80,150,54,27,15,60,30,60,90,California,West,Major Market
2927,2011-02-01,Tea,Earl Grey,Regular,119,112,201,77,32,21,60,50,70,120,California,West,Major Market
2928,2011-04-01,Tea,Earl Grey,Regular,123,117,211,81,34,22,70,50,80,130,California,West,Major Market
2929,2011-07-01,Tea,Earl Grey,Regular,135,136,228,94,35,26,80,60,90,150,California,West,Major Market
2930,2010-06-01,Espresso,Caffe Latte,Regular,165,261,521,260,96,72,180,240,260,500,California,West,Major Market
2931,2010-09-01,Coffee,Decaf Irish Cream,Decaf,115,176,298,122,61,39,140,120,190,310,Illinois,Central,Major Market
2932,2010-02-01,Espresso,Caffe Mocha,Regular,201,311,545,234,110,77,260,270,370,640,Illinois,Central,Major Market
2933,2011-12-01,Espresso,Caffe Mocha,Regular,321,329,614,247,113,81,320,310,420,730,Illinois,Central,Major Market
2934,2010-09-01,Herbal Tea,Chamomile,Decaf,133,179,302,123,46,34,140,100,160,260,Illinois,Central,Major Market
2935,2010-10-01,Herbal Tea,Chamomile,Decaf,133,179,302,123,46,34,140,90,150,240,Illinois,Central,Major Market
2936,2011-07-01,Herbal Tea,Chamomile,Decaf,153,152,254,104,38,29,120,80,140,220,Illinois,Central,Major Market
2937,2011-10-01,Herbal Tea,Chamomile,Decaf,197,179,322,123,46,34,140,90,150,240,Illinois,Central,Major Market
2938,2011-11-01,Herbal Tea,Chamomile,Decaf,188,172,309,118,45,33,110,110,150,260,Illinois,Central,Major Market
2939,2011-04-01,Herbal Tea,Lemon,Decaf,92,100,190,78,38,25,60,60,90,150,Illinois,Central,Major Market
2940,2011-11-01,Herbal Tea,Mint,Decaf,125,117,211,81,33,22,80,70,110,180,Illinois,Central,Major Market
2941,2011-02-01,Tea,Darjeeling,Regular,117,112,201,77,33,21,80,60,100,160,Illinois,Central,Major Market
2942,2011-03-01,Tea,Darjeeling,Regular,125,117,211,81,33,22,80,60,110,170,Illinois,Central,Major Market
2943,2011-11-01,Tea,Darjeeling,Regular,71,73,131,50,25,14,40,40,60,100,Illinois,Central,Major Market
2944,2010-01-01,Tea,Earl Grey,Regular,54,108,180,72,54,23,40,60,90,150,Illinois,Central,Major Market
2945,2011-02-01,Tea,Earl Grey,Regular,88,114,201,75,55,24,50,60,100,160,Illinois,Central,Major Market
2946,2011-12-01,Tea,Earl Grey,Regular,70,101,179,67,54,22,40,50,80,130,Illinois,Central,Major Market
2947,2010-02-01,Coffee,Amaretto,Regular,10,27,45,18,17,5,20,10,30,40,Iowa,Central,Small Market
2948,2010-03-01,Coffee,Amaretto,Regular,10,27,45,18,17,5,20,10,30,40,Iowa,Central,Small Market
2949,2010-05-01,Coffee,Amaretto,Regular,12,29,49,20,17,5,20,20,30,50,Iowa,Central,Small Market
2950,2011-03-01,Coffee,Amaretto,Regular,15,27,48,18,17,5,20,10,30,40,Iowa,Central,Small Market
2951,2011-07-01,Coffee,Amaretto,Regular,23,36,60,25,18,7,30,20,40,60,Iowa,Central,Small Market
2952,2011-11-01,Coffee,Amaretto,Regular,12,24,42,15,16,4,10,10,20,30,Iowa,Central,Small Market
2953,2010-07-01,Coffee,Columbian,Regular,9,41,75,34,32,10,20,30,40,70,Iowa,Central,Small Market
2954,2011-05-01,Coffee,Columbian,Regular,10,37,67,31,28,9,20,30,40,70,Iowa,Central,Small Market
2955,2010-01-01,Coffee,Decaf Irish Cream,Decaf,12,31,54,23,19,7,20,20,30,50,Iowa,Central,Small Market
2956,2010-02-01,Coffee,Decaf Irish Cream,Decaf,12,31,54,23,19,7,20,20,30,50,Iowa,Central,Small Market
2957,2010-06-01,Coffee,Decaf Irish Cream,Decaf,11,30,52,22,19,7,20,20,30,50,Iowa,Central,Small Market
2958,2010-07-01,Coffee,Decaf Irish Cream,Decaf,12,31,54,23,19,7,20,20,30,50,Iowa,Central,Small Market
2959,2011-07-01,Coffee,Decaf Irish Cream,Decaf,17,31,54,23,18,7,20,20,30,50,Iowa,Central,Small Market
2960,2011-12-01,Coffee,Decaf Irish Cream,Decaf,-1,14,26,10,15,3,10,0,20,20,Iowa,Central,Small Market
2961,2010-03-01,Espresso,Caffe Mocha,Regular,9,25,41,16,16,4,20,10,30,40,Iowa,Central,Small Market
2962,2010-08-01,Espresso,Caffe Mocha,Regular,18,35,58,23,17,6,30,20,40,60,Iowa,Central,Small Market
2963,2011-02-01,Espresso,Caffe Mocha,Regular,16,28,50,19,17,5,20,20,30,50,Iowa,Central,Small Market
2964,2011-07-01,Espresso,Caffe Mocha,Regular,18,29,49,20,15,5,20,20,30,50,Iowa,Central,Small Market
2965,2010-02-01,Espresso,Decaf Espresso,Decaf,32,43,43,0,11,0,40,0,50,50,Iowa,Central,Small Market
2966,2010-04-01,Espresso,Decaf Espresso,Decaf,32,43,43,0,11,0,40,0,50,50,Iowa,Central,Small Market
2967,2010-10-01,Espresso,Decaf Espresso,Decaf,31,43,43,0,12,0,60,0,60,60,Iowa,Central,Small Market
2968,2010-11-01,Espresso,Decaf Espresso,Decaf,31,43,43,0,12,0,40,0,50,50,Iowa,Central,Small Market
2969,2011-03-01,Espresso,Decaf Espresso,Decaf,47,43,46,0,11,0,40,0,50,50,Iowa,Central,Small Market
2970,2011-04-01,Espresso,Decaf Espresso,Decaf,47,43,46,0,11,0,40,0,50,50,Iowa,Central,Small Market
2971,2011-09-01,Espresso,Decaf Espresso,Decaf,47,43,46,0,11,0,40,0,50,50,Iowa,Central,Small Market
2972,2010-08-01,Herbal Tea,Chamomile,Decaf,262,392,687,295,130,97,250,250,350,600,Iowa,Central,Small Market
